gene	Sham_C.WNVp_C	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_WNV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ017520	0	0	0	0	0	1	1	0	0		U3 small nucleolar ribonucleoprotein protein IMP3 [Source:UniProtKB/TrEMBL%3BAcc:B0XDY0]	ID=gene:CPIJ017520;biotype=protein_coding;description=U3 small nucleolar ribonucleoprotein protein IMP3 [Source:UniProtKB/TrEMBL%3BAcc:B0XDY0];gene_id=CPIJ017520;logic_name=vectorbase_culex
CPIJ017521	0	0	0	0	1	0	0	0	0		alpha-amylase I precursor [Source:VB Community Annotation]	ID=gene:CPIJ017521;biotype=protein_coding;description=alpha-amylase I precursor [Source:VB Community Annotation];gene_id=CPIJ017521;logic_name=vectorbase_culex
CPIJ017532	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XET7]	ID=gene:CPIJ017532;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XET7];gene_id=CPIJ017532;logic_name=vectorbase_culex
CPIJ017546	0	0	0	1	0	1	1	0	1		HIG1 domain family member 1A [Source:UniProtKB/TrEMBL%3BAcc:B0XDC9]	ID=gene:CPIJ017546;biotype=protein_coding;description=HIG1 domain family member 1A [Source:UniProtKB/TrEMBL%3BAcc:B0XDC9];gene_id=CPIJ017546;logic_name=vectorbase_culex
CPIJ017547	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDD0]	ID=gene:CPIJ017547;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDD0];gene_id=CPIJ017547;logic_name=vectorbase_culex
CPIJ017578	0	0	0	1	1	0	0	0	1		casein kinase I isoform alpha [Source:VB Community Annotation]	ID=gene:CPIJ017578;biotype=protein_coding;description=casein kinase I isoform alpha [Source:VB Community Annotation];gene_id=CPIJ017578;logic_name=vectorbase_culex
CPIJ017593	0	0	0	1	1	0	0	0	1		pantetheinase precursor [Source:VB Community Annotation]	ID=gene:CPIJ017593;biotype=protein_coding;description=pantetheinase precursor [Source:VB Community Annotation];gene_id=CPIJ017593;logic_name=vectorbase_culex
CPIJ017611	0	0	0	0	0	1	1	0	0		MRG-binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFQ6]	ID=gene:CPIJ017611;biotype=protein_coding;description=MRG-binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFQ6];gene_id=CPIJ017611;logic_name=vectorbase_culex
CPIJ017620	0	0	0	0	0	1	0	0	0		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDM5]	ID=gene:CPIJ017620;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDM5];gene_id=CPIJ017620;logic_name=vectorbase_culex
CPIJ017623	0	0	0	1	0	0	1	0	1		Tetratricopeptide repeat protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XDM8]	ID=gene:CPIJ017623;biotype=protein_coding;description=Tetratricopeptide repeat protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XDM8];gene_id=CPIJ017623;logic_name=vectorbase_culex
CPIJ017625	0	0	0	0	0	1	1	0	0		Thioredoxin [Source:UniProtKB/TrEMBL%3BAcc:B0XDN0]	ID=gene:CPIJ017625;biotype=protein_coding;description=Thioredoxin [Source:UniProtKB/TrEMBL%3BAcc:B0XDN0];gene_id=CPIJ017625;logic_name=vectorbase_culex
CPIJ017673	0	0	0	0	0	0	1	0	1		transcription initiation factor IIF subunit beta [Source:VB Community Annotation]	ID=gene:CPIJ017673;biotype=protein_coding;description=transcription initiation factor IIF subunit beta [Source:VB Community Annotation];gene_id=CPIJ017673;logic_name=vectorbase_culex
CPIJ017674	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XED5]	ID=gene:CPIJ017674;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XED5];gene_id=CPIJ017674;logic_name=vectorbase_culex
CPIJ017675	0	0	0	0	0	1	0	0	0		Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0XED6]	ID=gene:CPIJ017675;biotype=protein_coding;description=Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0XED6];gene_id=CPIJ017675;logic_name=vectorbase_culex
CPIJ017677	0	0	0	1	0	0	0	0	0		importin alpha-7 subunit [Source:VB Community Annotation]	ID=gene:CPIJ017677;biotype=protein_coding;description=importin alpha-7 subunit [Source:VB Community Annotation];gene_id=CPIJ017677;logic_name=vectorbase_culex
CPIJ017687	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDZ8]	ID=gene:CPIJ017687;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDZ8];gene_id=CPIJ017687;logic_name=vectorbase_culex
CPIJ017697	0	0	0	0	0	0	1	0	0		Endophilin b [Source:UniProtKB/TrEMBL%3BAcc:B0XEL9]	ID=gene:CPIJ017697;biotype=protein_coding;description=Endophilin b [Source:UniProtKB/TrEMBL%3BAcc:B0XEL9];gene_id=CPIJ017697;logic_name=vectorbase_culex
CPIJ017711	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE28]	ID=gene:CPIJ017711;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE28];gene_id=CPIJ017711;logic_name=vectorbase_culex
CPIJ017712	0	0	0	0	0	1	0	0	0		LSM domain containing 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XE29]	ID=gene:CPIJ017712;biotype=protein_coding;description=LSM domain containing 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XE29];gene_id=CPIJ017712;logic_name=vectorbase_culex
CPIJ017763	0	0	0	0	1	0	0	0	1		juvenile hormone esterase precursor [Source:VB Community Annotation]	ID=gene:CPIJ017763;biotype=protein_coding;description=juvenile hormone esterase precursor [Source:VB Community Annotation];gene_id=CPIJ017763;logic_name=vectorbase_culex
CPIJ017787	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFI9]	ID=gene:CPIJ017787;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFI9];gene_id=CPIJ017787;logic_name=vectorbase_culex
CPIJ017790	0	0	0	0	1	0	0	0	1		Suppressor of tumorigenicity protein 14 [Source:UniProtKB/TrEMBL%3BAcc:B0XFJ2]	ID=gene:CPIJ017790;biotype=protein_coding;description=Suppressor of tumorigenicity protein 14 [Source:UniProtKB/TrEMBL%3BAcc:B0XFJ2];gene_id=CPIJ017790;logic_name=vectorbase_culex
CPIJ017791	0	0	0	0	1	1	0	0	1		coagulation factor X%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ017791;biotype=protein_coding;description=coagulation factor X%2C putative [Source:VB Community Annotation];gene_id=CPIJ017791;logic_name=vectorbase_culex
CPIJ017792	0	0	0	1	1	0	0	0	1		Serine protease [Source:UniProtKB/TrEMBL%3BAcc:B0XFJ4]	ID=gene:CPIJ017792;biotype=protein_coding;description=Serine protease [Source:UniProtKB/TrEMBL%3BAcc:B0XFJ4];gene_id=CPIJ017792;logic_name=vectorbase_culex
CPIJ017793	0	0	0	0	1	0	0	0	0		Elegaxobin-2 [Source:UniProtKB/TrEMBL%3BAcc:B0XFJ5]	ID=gene:CPIJ017793;biotype=protein_coding;description=Elegaxobin-2 [Source:UniProtKB/TrEMBL%3BAcc:B0XFJ5];gene_id=CPIJ017793;logic_name=vectorbase_culex
CPIJ017795	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFJ7]	ID=gene:CPIJ017795;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFJ7];gene_id=CPIJ017795;logic_name=vectorbase_culex
CPIJ017799	0	0	0	1	1	0	0	0	1		Serine protease [Source:UniProtKB/TrEMBL%3BAcc:B0XFK1]	ID=gene:CPIJ017799;biotype=protein_coding;description=Serine protease [Source:UniProtKB/TrEMBL%3BAcc:B0XFK1];gene_id=CPIJ017799;logic_name=vectorbase_culex
CPIJ017811	0	0	0	1	0	0	0	0	0		HPS [Source:UniProtKB/TrEMBL%3BAcc:B0XEH2]	ID=gene:CPIJ017811;biotype=protein_coding;description=HPS [Source:UniProtKB/TrEMBL%3BAcc:B0XEH2];gene_id=CPIJ017811;logic_name=vectorbase_culex
CPIJ017812	0	0	0	0	1	0	0	0	0		hexokinase [Source:VB Community Annotation]	ID=gene:CPIJ017812;biotype=protein_coding;description=hexokinase [Source:VB Community Annotation];gene_id=CPIJ017812;logic_name=vectorbase_culex
CPIJ017814	0	0	0	1	0	0	0	0	1		protein transport protein SEC22 [Source:VB Community Annotation]	ID=gene:CPIJ017814;biotype=protein_coding;description=protein transport protein SEC22 [Source:VB Community Annotation];gene_id=CPIJ017814;logic_name=vectorbase_culex
CPIJ017833	0	0	0	0	0	1	0	0	1		Isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase [Source:UniProtKB/TrEMBL%3BAcc:B0XFL6]	ID=gene:CPIJ017833;biotype=protein_coding;description=Isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase [Source:UniProtKB/TrEMBL%3BAcc:B0XFL6];gene_id=CPIJ017833;logic_name=vectorbase_culex
CPIJ017839	0	0	0	0	0	1	1	0	0		Eukaryotic translation initiation factor 3 subunit K [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4KEE2]	ID=gene:CPIJ017839;biotype=protein_coding;description=Eukaryotic translation initiation factor 3 subunit K [Source:UniProtKB/TrEMBL%3BAcc:A0A1S4KEE2];gene_id=CPIJ017839;logic_name=vectorbase_culex
CPIJ017873	0	0	0	1	1	0	0	0	1	SG16P81	putative16.8 kda salivary protein [Source:VB Community Annotation]	ID=gene:CPIJ017873;Name=SG16P81;biotype=protein_coding;description=putative16.8 kda salivary protein [Source:VB Community Annotation];gene_id=CPIJ017873;logic_name=vectorbase_culex
CPIJ017897	0	0	0	0	0	0	0	1	0		Fumarylacetoacetate hydrolase [Source:UniProtKB/TrEMBL%3BAcc:B0XFE7]	ID=gene:CPIJ017897;biotype=protein_coding;description=Fumarylacetoacetate hydrolase [Source:UniProtKB/TrEMBL%3BAcc:B0XFE7];gene_id=CPIJ017897;logic_name=vectorbase_culex
CPIJ017949	0	0	0	1	0	0	0	0	0		Trehalase [Source:UniProtKB/TrEMBL%3BAcc:B0XF08]	ID=gene:CPIJ017949;biotype=protein_coding;description=Trehalase [Source:UniProtKB/TrEMBL%3BAcc:B0XF08];gene_id=CPIJ017949;logic_name=vectorbase_culex
CPIJ017958	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFR7]	ID=gene:CPIJ017958;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFR7];gene_id=CPIJ017958;logic_name=vectorbase_culex
CPIJ017964	1	0	0	0	0	0	0	0	1		trypsin 7 precursor [Source:VB Community Annotation]	ID=gene:CPIJ017964;biotype=protein_coding;description=trypsin 7 precursor [Source:VB Community Annotation];gene_id=CPIJ017964;logic_name=vectorbase_culex
CPIJ018014	0	0	0	0	0	0	1	0	0		Cell division protein ftsj [Source:UniProtKB/TrEMBL%3BAcc:B0XGX8]	ID=gene:CPIJ018014;biotype=protein_coding;description=Cell division protein ftsj [Source:UniProtKB/TrEMBL%3BAcc:B0XGX8];gene_id=CPIJ018014;logic_name=vectorbase_culex
CPIJ018015	0	0	0	0	0	1	1	0	0		prefoldin%2C subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ018015;biotype=protein_coding;description=prefoldin%2C subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ018015;logic_name=vectorbase_culex
CPIJ018018	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEW3]	ID=gene:CPIJ018018;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEW3];gene_id=CPIJ018018;logic_name=vectorbase_culex
CPIJ018056	0	0	0	1	1	0	0	0	1		Clathrin light chain [Source:UniProtKB/TrEMBL%3BAcc:B0XF42]	ID=gene:CPIJ018056;biotype=protein_coding;description=Clathrin light chain [Source:UniProtKB/TrEMBL%3BAcc:B0XF42];gene_id=CPIJ018056;logic_name=vectorbase_culex
CPIJ018067	0	0	0	1	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFX6]	ID=gene:CPIJ018067;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFX6];gene_id=CPIJ018067;logic_name=vectorbase_culex
CPIJ018068	0	0	0	0	0	1	0	0	0		Mitochondrial oxaloacetate transport protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFX7]	ID=gene:CPIJ018068;biotype=protein_coding;description=Mitochondrial oxaloacetate transport protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFX7];gene_id=CPIJ018068;logic_name=vectorbase_culex
CPIJ018069	0	0	0	0	0	0	0	0	1		mRNA transport regulator 3 [Source:UniProtKB/TrEMBL%3BAcc:B0XFX8]	ID=gene:CPIJ018069;biotype=protein_coding;description=mRNA transport regulator 3 [Source:UniProtKB/TrEMBL%3BAcc:B0XFX8];gene_id=CPIJ018069;logic_name=vectorbase_culex
CPIJ018117	0	0	0	0	0	0	1	0	0		Sentrin-specific protease 8 [Source:UniProtKB/TrEMBL%3BAcc:B0XF62]	ID=gene:CPIJ018117;biotype=protein_coding;description=Sentrin-specific protease 8 [Source:UniProtKB/TrEMBL%3BAcc:B0XF62];gene_id=CPIJ018117;logic_name=vectorbase_culex
CPIJ018120	0	0	0	1	0	0	0	0	0		Flavohemoprotein B5/b5r [Source:UniProtKB/TrEMBL%3BAcc:B0XF65]	ID=gene:CPIJ018120;biotype=protein_coding;description=Flavohemoprotein B5/b5r [Source:UniProtKB/TrEMBL%3BAcc:B0XF65];gene_id=CPIJ018120;logic_name=vectorbase_culex
CPIJ018128	0	0	0	1	1	0	0	0	1		Septin [Source:UniProtKB/TrEMBL%3BAcc:B0XGU0]	ID=gene:CPIJ018128;biotype=protein_coding;description=Septin [Source:UniProtKB/TrEMBL%3BAcc:B0XGU0];gene_id=CPIJ018128;logic_name=vectorbase_culex
CPIJ018129	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGU1]	ID=gene:CPIJ018129;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGU1];gene_id=CPIJ018129;logic_name=vectorbase_culex
CPIJ018143	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEZ5]	ID=gene:CPIJ018143;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEZ5];gene_id=CPIJ018143;logic_name=vectorbase_culex
CPIJ018152	0	0	0	0	0	1	1	0	0		Dynactin subunit 6 [Source:UniProtKB/TrEMBL%3BAcc:B0XFD0]	ID=gene:CPIJ018152;biotype=protein_coding;description=Dynactin subunit 6 [Source:UniProtKB/TrEMBL%3BAcc:B0XFD0];gene_id=CPIJ018152;logic_name=vectorbase_culex
CPIJ018157	0	0	0	0	0	1	1	0	0		Exosome complex exonuclease RRP46 [Source:UniProtKB/TrEMBL%3BAcc:B0XFZ4]	ID=gene:CPIJ018157;biotype=protein_coding;description=Exosome complex exonuclease RRP46 [Source:UniProtKB/TrEMBL%3BAcc:B0XFZ4];gene_id=CPIJ018157;logic_name=vectorbase_culex
CPIJ018158	0	0	0	1	0	0	0	0	0		frizzled-3 precursor [Source:VB Community Annotation]	ID=gene:CPIJ018158;biotype=protein_coding;description=frizzled-3 precursor [Source:VB Community Annotation];gene_id=CPIJ018158;logic_name=vectorbase_culex
CPIJ018160	0	0	0	1	0	0	1	0	0		Lipid storage droplets surface binding protein 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XFZ7]	ID=gene:CPIJ018160;biotype=protein_coding;description=Lipid storage droplets surface binding protein 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XFZ7];gene_id=CPIJ018160;logic_name=vectorbase_culex
CPIJ018176	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFB4]	ID=gene:CPIJ018176;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFB4];gene_id=CPIJ018176;logic_name=vectorbase_culex
CPIJ018194	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGU8]	ID=gene:CPIJ018194;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGU8];gene_id=CPIJ018194;logic_name=vectorbase_culex
CPIJ018201	0	0	0	0	0	0	0	0	1		serine/threonine protein kinase lats [Source:VB Community Annotation]	ID=gene:CPIJ018201;biotype=protein_coding;description=serine/threonine protein kinase lats [Source:VB Community Annotation];gene_id=CPIJ018201;logic_name=vectorbase_culex
CPIJ018234	0	0	0	0	1	0	0	0	0		translocon-associated protein subunit alpha precursor [Source:VB Community Annotation]	ID=gene:CPIJ018234;biotype=protein_coding;description=translocon-associated protein subunit alpha precursor [Source:VB Community Annotation];gene_id=CPIJ018234;logic_name=vectorbase_culex
CPIJ018235	0	0	0	0	0	1	1	0	0		Prefoldin subunit 5 [Source:UniProtKB/TrEMBL%3BAcc:B0XFI5]	ID=gene:CPIJ018235;biotype=protein_coding;description=Prefoldin subunit 5 [Source:UniProtKB/TrEMBL%3BAcc:B0XFI5];gene_id=CPIJ018235;logic_name=vectorbase_culex
CPIJ018247	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFM8]	ID=gene:CPIJ018247;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFM8];gene_id=CPIJ018247;logic_name=vectorbase_culex
CPIJ018257	0	0	0	0	1	0	0	0	0		cAMP-dependent protein kinase catalytic subunit [Source:UniProtKB/TrEMBL%3BAcc:B0XFG0]	ID=gene:CPIJ018257;biotype=protein_coding;description=cAMP-dependent protein kinase catalytic subunit [Source:UniProtKB/TrEMBL%3BAcc:B0XFG0];gene_id=CPIJ018257;logic_name=vectorbase_culex
CPIJ018267	0	0	0	0	1	1	0	0	1		proclotting enzyme precursor [Source:VB Community Annotation]	ID=gene:CPIJ018267;biotype=protein_coding;description=proclotting enzyme precursor [Source:VB Community Annotation];gene_id=CPIJ018267;logic_name=vectorbase_culex
CPIJ018269	0	0	0	0	1	0	0	0	0		fibroblast growth factor receptor 4 precursor [Source:VB Community Annotation]	ID=gene:CPIJ018269;biotype=protein_coding;description=fibroblast growth factor receptor 4 precursor [Source:VB Community Annotation];gene_id=CPIJ018269;logic_name=vectorbase_culex
CPIJ018274	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFT6]	ID=gene:CPIJ018274;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFT6];gene_id=CPIJ018274;logic_name=vectorbase_culex
CPIJ018300	0	0	0	0	0	1	0	0	0		salivary secreted antigen-5 precursor AG5-3 [Source:VB Community Annotation]	ID=gene:CPIJ018300;biotype=protein_coding;description=salivary secreted antigen-5 precursor AG5-3 [Source:VB Community Annotation];gene_id=CPIJ018300;logic_name=vectorbase_culex
CPIJ018303	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG45]	ID=gene:CPIJ018303;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG45];gene_id=CPIJ018303;logic_name=vectorbase_culex
CPIJ018306	0	0	0	1	0	0	0	0	0		Zinc finger protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG48]	ID=gene:CPIJ018306;biotype=protein_coding;description=Zinc finger protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG48];gene_id=CPIJ018306;logic_name=vectorbase_culex
CPIJ018307	0	0	0	0	1	0	0	0	0		myd88%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ018307;biotype=protein_coding;description=myd88%2C putative [Source:VB Community Annotation];gene_id=CPIJ018307;logic_name=vectorbase_culex
CPIJ018322	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFV0]	ID=gene:CPIJ018322;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFV0];gene_id=CPIJ018322;logic_name=vectorbase_culex
CPIJ018356	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGF5]	ID=gene:CPIJ018356;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGF5];gene_id=CPIJ018356;logic_name=vectorbase_culex
CPIJ018364	0	0	0	0	0	0	0	0	1		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0XGM1]	ID=gene:CPIJ018364;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0XGM1];gene_id=CPIJ018364;logic_name=vectorbase_culex
CPIJ018366	0	0	0	0	0	1	0	0	0		Calmodulin [Source:UniProtKB/TrEMBL%3BAcc:B0XG51]	ID=gene:CPIJ018366;biotype=protein_coding;description=Calmodulin [Source:UniProtKB/TrEMBL%3BAcc:B0XG51];gene_id=CPIJ018366;logic_name=vectorbase_culex
CPIJ018369	0	0	0	0	1	0	0	0	1		MSF1 protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ018369;biotype=protein_coding;description=MSF1 protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ018369;logic_name=vectorbase_culex
CPIJ018373	0	0	0	0	1	0	0	0	1		pra1 protein [Source:VB Community Annotation]	ID=gene:CPIJ018373;biotype=protein_coding;description=pra1 protein [Source:VB Community Annotation];gene_id=CPIJ018373;logic_name=vectorbase_culex
CPIJ018375	0	0	0	0	1	0	0	0	1		Lipophorin receptor [Source:UniProtKB/TrEMBL%3BAcc:B0XGD3]	ID=gene:CPIJ018375;biotype=protein_coding;description=Lipophorin receptor [Source:UniProtKB/TrEMBL%3BAcc:B0XGD3];gene_id=CPIJ018375;logic_name=vectorbase_culex
CPIJ018376	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGD4]	ID=gene:CPIJ018376;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGD4];gene_id=CPIJ018376;logic_name=vectorbase_culex
CPIJ018444	0	0	0	0	0	0	1	0	0		DNA-directed RNA polymerases I [Source:VB Community Annotation]	ID=gene:CPIJ018444;biotype=protein_coding;description=DNA-directed RNA polymerases I [Source:VB Community Annotation];gene_id=CPIJ018444;logic_name=vectorbase_culex
CPIJ018452	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG34]	ID=gene:CPIJ018452;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG34];gene_id=CPIJ018452;logic_name=vectorbase_culex
CPIJ018455	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG37]	ID=gene:CPIJ018455;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG37];gene_id=CPIJ018455;logic_name=vectorbase_culex
CPIJ018475	0	0	0	0	0	1	1	0	0		Synaptobrevin [Source:UniProtKB/TrEMBL%3BAcc:B0XGA3]	ID=gene:CPIJ018475;biotype=protein_coding;description=Synaptobrevin [Source:UniProtKB/TrEMBL%3BAcc:B0XGA3];gene_id=CPIJ018475;logic_name=vectorbase_culex
CPIJ018503	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG70]	ID=gene:CPIJ018503;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG70];gene_id=CPIJ018503;logic_name=vectorbase_culex
CPIJ018508	0	0	0	0	0	1	1	0	0		Uridine cytidine kinase i [Source:UniProtKB/TrEMBL%3BAcc:B0XGS2]	ID=gene:CPIJ018508;biotype=protein_coding;description=Uridine cytidine kinase i [Source:UniProtKB/TrEMBL%3BAcc:B0XGS2];gene_id=CPIJ018508;logic_name=vectorbase_culex
CPIJ018540	0	0	0	1	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGY0]	ID=gene:CPIJ018540;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGY0];gene_id=CPIJ018540;logic_name=vectorbase_culex
CPIJ018561	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFN5]	ID=gene:CPIJ018561;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WFN5];gene_id=CPIJ018561;logic_name=vectorbase_culex
CPIJ018563	0	0	0	0	0	1	0	0	0		Gonadal protein gdl [Source:UniProtKB/TrEMBL%3BAcc:B0XGG3]	ID=gene:CPIJ018563;biotype=protein_coding;description=Gonadal protein gdl [Source:UniProtKB/TrEMBL%3BAcc:B0XGG3];gene_id=CPIJ018563;logic_name=vectorbase_culex
CPIJ018564	0	0	0	0	0	1	0	0	0		Peptide methionine sulfoxide reductase [Source:UniProtKB/TrEMBL%3BAcc:B0XGG4]	ID=gene:CPIJ018564;biotype=protein_coding;description=Peptide methionine sulfoxide reductase [Source:UniProtKB/TrEMBL%3BAcc:B0XGG4];gene_id=CPIJ018564;logic_name=vectorbase_culex
